date,time,temp,dewPointTemp,humid,ap,visibility,windDirection,windSpeed,gustSpeed,Precip,event,situation
2012/9/21,11:00 AM,11 °C,0 °C,37%,1008 hPa,20 km,West,7.2 km/h /,-,-,,Mostly Cloudy
2012/9/21,2:00 PM,13 °C,0 °C,30%,1005 hPa,20 km,West,7.2 km/h /,-,-,,Mostly Cloudy
2012/9/21,5:00 PM,15 °C,1 °C,27%,1004 hPa,20 km,NW,7.2 km/h /,-,-,,Mostly Cloudy
2012/9/21,8:00 PM,13 °C,0 °C,30%,1005 hPa,20 km,West,7.2 km/h /,-,-,,Mostly Cloudy
2012/9/21,11:00 PM,9 °C,1 °C,42%,1010 hPa,20 km,NW,14.4 km/h /,-,-,,Partly Cloudy
2012/9/22,2:00 AM,6 °C,0 °C,57%,1012 hPa,20 km,West,7.2 km/h /,-,-,,Scattered Clouds
2012/9/22,5:00 AM,4 °C,-1 °C,66%,1014 hPa,20 km,West,7.2 km/h /,-,-,,
2012/9/22,8:00 AM,2 °C,-3 °C,56%,1015 hPa,20 km,West,7.2 km/h /,-,-,,Scattered Clouds
2012/9/22,11:00 AM,8 °C,-2 °C,37%,1013 hPa,20 km,West,28.8 km/h /,-,-,,Partly Cloudy
2012/9/22,2:00 PM,10 °C,-2 °C,31%,1022 hPa,20 km,West,14.4 km/h /,-,-,,Scattered Clouds
2012/9/22,5:00 PM,10 °C,0 °C,40%,1012 hPa,20 km,West,7.2 km/h /,-,-,,Mostly Cloudy
2012/9/22,8:00 PM,9 °C,-2 °C,33%,1011 hPa,20 km,West,7.2 km/h /,-,-,,Partly Cloudy
2012/9/22,11:00 PM,7 °C,-3 °C,34%,1014 hPa,20 km,South,7.2 km/h /,-,-,,Mostly Cloudy
2012/9/23,2:00 AM,6 °C,-4 °C,36%,1014 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2012/9/23,5:00 AM,5 °C,-4 °C,40%,1015 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2012/9/23,8:00 AM,1 °C,-5 °C,50%,1019 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2012/9/23,11:00 AM,6 °C,-2 °C,42%,1014 hPa,20 km,West,7.2 km/h /,-,-,,Scattered Clouds
2012/9/23,2:00 PM,9 °C,-0 °C,40%,1011 hPa,20 km,West,7.2 km/h /,-,-,,Scattered Clouds
2012/9/23,5:00 PM,10 °C,-1 °C,35%,1008 hPa,20 km,WNW,14.4 km/h /,-,-,,Mostly Cloudy
2012/9/23,8:00 PM,7 °C,-3 °C,36%,1014 hPa,20 km,West,14.4 km/h /,-,-,,Mostly Cloudy
2012/9/23,11:00 PM,5 °C,-3 °C,42%,1015 hPa,20 km,West,7.2 km/h /,-,-,,Mostly Cloudy
2012/9/24,2:00 AM,3 °C,-3 °C,56%,1017 hPa,20 km,West,7.2 km/h /,-,-,,Partly Cloudy
2012/9/24,5:00 AM,2 °C,-4 °C,52%,1019 hPa,20 km,West,7.2 km/h /,-,-,,Scattered Clouds
2012/9/24,8:00 AM,1 °C,-3 °C,66%,1020 hPa,20 km,West,7.2 km/h /,-,-,,Mostly Cloudy
2012/9/24,11:00 AM,3 °C,-1 °C,67%,1020 hPa,4 km,West,14.4 km/h /,-,-,,Mostly Cloudy
2012/9/24,2:00 PM,5 °C,-1 °C,52%,1018 hPa,20 km,NW,7.2 km/h /,-,-,,Mostly Cloudy
2012/9/24,5:00 PM,2 °C,-1 °C,75%,1021 hPa,20 km,ESE,7.2 km/h /,-,-,,Mostly Cloudy
2012/9/24,8:00 PM,3 °C,-1 °C,70%,1021 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/9/24,11:00 PM,-2 °C,-4 °C,76%,1025 hPa,20 km,Calm,Calm,-,-,,
2012/9/25,2:00 AM,-4 °C,-5 °C,83%,1027 hPa,20 km,Calm,Calm,-,-,,
2012/9/25,5:00 AM,-5 °C,-6 °C,87%,1027 hPa,20 km,Calm,Calm,-,-,,
2012/9/25,8:00 AM,-5 °C,-8 °C,67%,1027 hPa,20 km,Calm,Calm,-,-,,Clear
2012/9/25,11:00 AM,-1 °C,-4 °C,72%,1024 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2012/9/25,2:00 PM,7 °C,-5 °C,27%,1018 hPa,20 km,NW,14.4 km/h /,-,-,,Scattered Clouds
2012/9/25,5:00 PM,9 °C,-4 °C,28%,1017 hPa,20 km,West,14.4 km/h /,-,-,,Mostly Cloudy
2012/9/25,8:00 PM,5 °C,-3 °C,43%,1021 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2012/9/25,11:00 PM,1 °C,-2 °C,75%,1026 hPa,20 km,East,7.2 km/h /,-,-,,Partly Cloudy
2012/9/26,2:00 AM,0 °C,-3 °C,69%,1028 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/9/26,5:00 AM,-1 °C,-4 °C,75%,1030 hPa,20 km,Calm,Calm,-,-,,
2012/9/26,8:00 AM,-5 °C,-7 °C,73%,1034 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2012/9/26,11:00 AM,4 °C,-3 °C,46%,1029 hPa,20 km,Calm,Calm,-,-,,Clear
2012/9/26,2:00 PM,10 °C,-3 °C,30%,1025 hPa,20 km,West,7.2 km/h /,-,-,,
2012/9/26,5:00 PM,12 °C,4 °C,50%,1024 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/9/26,8:00 PM,10 °C,-1 °C,34%,1025 hPa,20 km,Calm,Calm,-,-,,
2012/9/26,11:00 PM,2 °C,-5 °C,48%,1031 hPa,20 km,Calm,Calm,-,-,,
2012/9/27,2:00 AM,-1 °C,-5 °C,61%,1033 hPa,20 km,Calm,Calm,-,-,,
2012/9/27,5:00 AM,-3 °C,-7 °C,70%,1034 hPa,20 km,Calm,Calm,-,-,,
2012/9/27,8:00 AM,-4 °C,-7 °C,74%,1035 hPa,20 km,Calm,Calm,-,-,,
2012/9/27,11:00 AM,5 °C,-1 °C,51%,1027 hPa,20 km,Calm,Calm,-,-,,
2012/9/27,2:00 PM,11 °C,0 °C,36%,1023 hPa,20 km,NE,7.2 km/h /,-,-,,
2012/9/27,5:00 PM,15 °C,0 °C,24%,1018 hPa,20 km,Calm,Calm,-,-,,
2012/9/27,8:00 PM,12 °C,2 °C,39%,1016 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2012/9/27,11:00 PM,4 °C,-4 °C,44%,1025 hPa,20 km,Calm,Calm,-,-,,
2012/9/28,2:00 AM,1 °C,-7 °C,45%,1028 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/9/28,5:00 AM,-1 °C,-6 °C,58%,1028 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/9/28,8:00 AM,7 °C,-3 °C,37%,1022 hPa,20 km,West,7.2 km/h /,-,-,,Scattered Clouds
2012/9/28,11:00 AM,12 °C,-1 °C,29%,1020 hPa,20 km,West,7.2 km/h /,-,-,,Clear
2012/9/28,2:00 PM,15 °C,0 °C,23%,1016 hPa,20 km,West,14.4 km/h /,-,-,,Clear
2012/9/28,5:00 PM,16 °C,-1 °C,20%,1014 hPa,20 km,West,7.2 km/h /,-,-,,Mostly Cloudy
2012/9/28,8:00 PM,13 °C,-2 °C,23%,1014 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/9/28,11:00 PM,4 °C,-5 °C,40%,1022 hPa,20 km,Calm,Calm,-,-,,
2012/9/29,2:00 AM,1 °C,-5 °C,50%,1024 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/9/29,5:00 AM,-1 °C,-6 °C,53%,1025 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/9/29,8:00 AM,-3 °C,-7 °C,66%,1027 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/9/29,11:00 AM,10 °C,-0 °C,37%,1017 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/9/29,2:00 PM,16 °C,2 °C,27%,1014 hPa,20 km,NW,14.4 km/h /,-,-,,Scattered Clouds
2012/9/29,5:00 PM,18 °C,4 °C,29%,1010 hPa,20 km,SW,14.4 km/h /,-,-,,Scattered Clouds
2012/9/29,8:00 PM,14 °C,-1 °C,23%,1013 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/9/29,11:00 PM,12 °C,-1 °C,29%,1016 hPa,20 km,West,7.2 km/h /,-,-,,Scattered Clouds
2012/9/30,2:00 AM,8 °C,-2 °C,39%,1019 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/9/30,5:00 AM,6 °C,-3 °C,38%,1019 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/9/30,8:00 AM,4 °C,0 °C,72%,1020 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/9/30,11:00 AM,7 °C,1 °C,55%,1022 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2012/9/30,2:00 PM,10 °C,2 °C,44%,1019 hPa,20 km,NE,7.2 km/h /,-,-,,Partly Cloudy
2012/9/30,5:00 PM,12 °C,4 °C,48%,1016 hPa,20 km,East,7.2 km/h /,-,-,,Mostly Cloudy
2012/9/30,8:00 PM,7 °C,0 °C,50%,1020 hPa,20 km,East,7.2 km/h /,-,-,,Scattered Clouds
2012/9/30,11:00 PM,4 °C,-2 °C,49%,1024 hPa,20 km,Calm,Calm,-,-,,
2012/10/1,2:00 AM,0 °C,-5 °C,57%,1027 hPa,20 km,Calm,Calm,-,-,,
2012/10/1,5:00 AM,-2 °C,-6 °C,63%,1028 hPa,20 km,Calm,Calm,-,-,,
2012/10/1,8:00 AM,-3 °C,-6 °C,79%,1029 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2012/10/1,11:00 AM,5 °C,-1 °C,58%,1024 hPa,20 km,Calm,Calm,-,-,,Clear
2012/10/1,2:00 PM,10 °C,-1 °C,37%,1019 hPa,20 km,East,7.2 km/h /,-,-,,Scattered Clouds
2012/10/1,5:00 PM,11 °C,0 °C,33%,1017 hPa,20 km,Calm,Calm,-,-,,Clear
2012/10/1,8:00 PM,7 °C,-6 °C,28%,1020 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2012/10/1,11:00 PM,6 °C,-3 °C,42%,1020 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/10/2,2:00 AM,5 °C,-4 °C,41%,1021 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2012/10/2,5:00 AM,4 °C,-3 °C,49%,1022 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/10/2,8:00 AM,4 °C,1 °C,77%,1022 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2012/10/2,11:00 AM,6 °C,0 °C,54%,1022 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2012/10/2,2:00 PM,11 °C,2 °C,40%,1017 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2012/10/2,5:00 PM,12 °C,0 °C,34%,1015 hPa,20 km,ESE,14.4 km/h /,-,-,,Partly Cloudy
2012/10/2,8:00 PM,8 °C,-1 °C,40%,1019 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/10/2,11:00 PM,2 °C,-3 °C,57%,1024 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/10/3,2:00 AM,0 °C,-4 °C,68%,1026 hPa,20 km,Calm,Calm,-,-,,
2012/10/3,5:00 AM,-2 °C,-5 °C,74%,1027 hPa,20 km,Calm,Calm,-,-,,
2012/10/3,8:00 AM,-3 °C,-5 °C,79%,1028 hPa,20 km,Calm,Calm,-,-,,
2012/10/3,11:00 AM,6 °C,0 °C,57%,1022 hPa,20 km,Calm,Calm,-,-,,Clear
2012/10/3,2:00 PM,11 °C,0 °C,35%,1018 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/10/3,5:00 PM,13 °C,0 °C,29%,1014 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/10/3,8:00 PM,10 °C,-1 °C,34%,1016 hPa,20 km,Calm,Calm,-,-,,Clear
2012/10/3,11:00 PM,3 °C,-3 °C,50%,1022 hPa,20 km,Calm,Calm,-,-,,
2012/10/4,2:00 AM,0 °C,-4 °C,64%,1026 hPa,20 km,Calm,Calm,-,-,,
2012/10/4,5:00 AM,-2 °C,-6 °C,68%,1026 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/10/4,11:00 AM,5 °C,-2 °C,47%,1021 hPa,20 km,Calm,Calm,-,-,,Clear
2012/10/4,2:00 PM,12 °C,-1 °C,29%,1015 hPa,20 km,Calm,Calm,-,-,,Clear
2012/10/4,5:00 PM,14 °C,0 °C,28%,1013 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/10/4,8:00 PM,9 °C,1 °C,44%,1015 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/10/4,11:00 PM,4 °C,-4 °C,44%,1021 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/10/5,2:00 AM,0 °C,-5 °C,57%,1022 hPa,20 km,Calm,Calm,-,-,,Clear
2012/10/5,5:00 AM,-2 °C,-6 °C,63%,1022 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2012/10/5,8:00 AM,-2 °C,-5 °C,68%,1024 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2012/10/5,11:00 AM,3 °C,-2 °C,57%,1022 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2012/10/5,2:00 PM,12 °C,1 °C,34%,1013 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/10/5,5:00 PM,14 °C,0 °C,29%,1009 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/10/5,8:00 PM,10 °C,-2 °C,29%,1013 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2012/10/5,11:00 PM,6 °C,-4 °C,33%,1014 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2012/10/6,2:00 AM,4 °C,-4 °C,40%,1016 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2012/10/6,5:00 AM,2 °C,-2 °C,68%,1015 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2012/10/6,8:00 AM,-1 °C,-6 °C,55%,1018 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2012/10/6,11:00 AM,4 °C,-2 °C,54%,1017 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2012/10/6,2:00 PM,11 °C,-0 °C,31%,1012 hPa,20 km,WNW,21.6 km/h /,-,-,,Mostly Cloudy
2012/10/6,5:00 PM,12 °C,-3 °C,24%,1012 hPa,20 km,NW,7.2 km/h /,-,-,,Partly Cloudy
2012/10/6,8:00 PM,8 °C,-6 °C,24%,1017 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/10/6,11:00 PM,5 °C,-7 °C,29%,1020 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/10/7,2:00 AM,3 °C,-7 °C,34%,1021 hPa,20 km,Calm,Calm,-,-,,Clear
2012/10/7,5:00 AM,2 °C,-5 °C,49%,1023 hPa,20 km,Calm,Calm,-,-,,Clear
2012/10/7,8:00 AM,2 °C,-5 °C,49%,1023 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/10/7,11:00 AM,5 °C,-5 °C,35%,1021 hPa,20 km,NW,14.4 km/h /,-,-,,Scattered Clouds
2012/10/7,2:00 PM,7 °C,-5 °C,31%,1020 hPa,20 km,West,21.6 km/h /,-,-,,Scattered Clouds
2012/10/7,5:00 PM,8 °C,-5 °C,28%,1019 hPa,20 km,NW,21.6 km/h /,-,-,,Scattered Clouds
2012/10/7,8:00 PM,5 °C,-5 °C,34%,1022 hPa,20 km,West,7.2 km/h /,-,-,,Scattered Clouds
2012/10/7,11:00 PM,2 °C,-8 °C,37%,1027 hPa,20 km,Calm,Calm,-,-,,Clear
2012/10/8,2:00 AM,3 °C,-6 °C,39%,1026 hPa,20 km,West,7.2 km/h /,-,-,,Clear
2012/10/8,5:00 AM,1 °C,-6 °C,47%,1026 hPa,20 km,Calm,Calm,-,-,,Clear
2012/10/8,8:00 AM,1 °C,-5 °C,52%,1028 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2012/10/8,11:00 AM,4 °C,-5 °C,38%,1025 hPa,20 km,West,14.4 km/h /,-,-,,Partly Cloudy
2012/10/8,2:00 PM,7 °C,-3 °C,37%,1023 hPa,20 km,West,7.2 km/h /,-,-,,Scattered Clouds
2012/10/8,5:00 PM,9 °C,-4 °C,29%,1021 hPa,20 km,West,14.4 km/h /,-,-,,Partly Cloudy
2012/10/8,8:00 PM,5 °C,-3 °C,41%,1024 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/10/8,11:00 PM,0 °C,-9 °C,37%,1026 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/10/9,2:00 AM,1 °C,-10 °C,30%,1026 hPa,20 km,Calm,Calm,-,-,,
2012/10/9,5:00 AM,4 °C,-2 °C,57%,1022 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/10/9,8:00 AM,4 °C,-1 °C,60%,1022 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2012/10/9,11:00 AM,6 °C,-1 °C,51%,1022 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/10/9,2:00 PM,9 °C,0 °C,43%,1018 hPa,20 km,West,7.2 km/h /,-,-,,Partly Cloudy
2012/10/9,5:00 PM,10 °C,-1 °C,33%,1016 hPa,20 km,West,7.2 km/h /,-,-,,Scattered Clouds
2012/10/9,8:00 PM,8 °C,-3 °C,34%,1018 hPa,20 km,West,7.2 km/h /,-,-,,Partly Cloudy
2012/10/9,11:00 PM,7 °C,-2 °C,41%,1018 hPa,20 km,West,14.4 km/h /,-,-,,Mostly Cloudy
2012/10/10,2:00 AM,5 °C,-5 °C,39%,1020 hPa,20 km,Calm,Calm,-,-,,Overcast
2012/10/10,5:00 AM,5 °C,-1 °C,52%,1016 hPa,20 km,West,7.2 km/h /,-,-,,Mostly Cloudy
2012/10/10,8:00 AM,5 °C,-3 °C,42%,1016 hPa,20 km,SE,7.2 km/h /,-,-,,Mostly Cloudy
2012/10/10,11:00 AM,6 °C,-5 °C,33%,1016 hPa,20 km,West,14.4 km/h /,-,-,,Mostly Cloudy
2012/10/10,2:00 PM,7 °C,-1 °C,46%,1015 hPa,20 km,West,7.2 km/h /,-,-,,Mostly Cloudy
2012/10/10,5:00 PM,8 °C,-2 °C,37%,1013 hPa,20 km,WNW,7.2 km/h /,-,-,,Mostly Cloudy
2012/10/10,8:00 PM,5 °C,-4 °C,36%,1015 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/10/10,11:00 PM,2 °C,-5 °C,45%,1019 hPa,20 km,Calm,Calm,-,-,,
2012/10/11,2:00 AM,2 °C,-6 °C,40%,1017 hPa,20 km,West,14.4 km/h /,-,-,,
2012/10/11,5:00 AM,2 °C,-7 °C,40%,1015 hPa,20 km,West,7.2 km/h /,-,-,,
2012/10/11,8:00 AM,1 °C,-6 °C,45%,1016 hPa,20 km,West,14.4 km/h /,-,-,,
2012/10/11,11:00 AM,4 °C,-7 °C,35%,1017 hPa,20 km,West,14.4 km/h /,-,-,,Scattered Clouds
2012/10/11,2:00 PM,5 °C,-7 °C,29%,1018 hPa,20 km,West,43.2 km/h /,-,-,,Scattered Clouds
2012/10/11,5:00 PM,1 °C,-7 °C,44%,1022 hPa,20 km,East,28.8 km/h /,-,-,,Scattered Clouds
2012/10/11,8:00 PM,-2 °C,-10 °C,45%,1025 hPa,20 km,Calm,Calm,-,-,,
2012/10/11,11:00 PM,-5 °C,-10 °C,52%,1030 hPa,20 km,East,7.2 km/h /,-,-,,
2012/10/12,2:00 AM,-8 °C,-12 °C,60%,1032 hPa,20 km,Calm,Calm,-,-,,
2012/10/12,5:00 AM,-10 °C,-14 °C,70%,1036 hPa,20 km,Calm,Calm,-,-,,
2012/10/12,8:00 AM,-11 °C,-14 °C,73%,1037 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/10/12,11:00 AM,-4 °C,-9 °C,61%,1031 hPa,20 km,Calm,Calm,-,-,,
2012/10/12,2:00 PM,1 °C,-7 °C,43%,1024 hPa,20 km,Calm,Calm,-,-,,Clear
2012/10/12,5:00 PM,3 °C,-8 °C,33%,1022 hPa,20 km,East,7.2 km/h /,-,-,,Clear
2012/10/12,8:00 PM,-2 °C,-10 °C,40%,1024 hPa,20 km,Calm,Calm,-,-,,Clear
2012/10/12,11:00 PM,-6 °C,-14 °C,42%,1028 hPa,20 km,Calm,Calm,-,-,,
2012/10/13,2:00 AM,-9 °C,-15 °C,49%,1030 hPa,20 km,Calm,Calm,-,-,,
2012/10/13,5:00 AM,-11 °C,-16 °C,55%,1030 hPa,20 km,Calm,Calm,-,-,,
2012/10/13,8:00 AM,-12 °C,-17 °C,53%,1030 hPa,20 km,Calm,Calm,-,-,,
2012/10/13,11:00 AM,-4 °C,-11 °C,45%,1024 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/10/13,2:00 PM,-0 °C,-9 °C,38%,1019 hPa,20 km,ESE,7.2 km/h /,-,-,,Partly Cloudy
2012/10/13,5:00 PM,-3 °C,-11 °C,44%,1023 hPa,20 km,ENE,14.4 km/h /,-,-,,Partly Cloudy
2012/10/13,8:00 PM,-6 °C,-12 °C,47%,1026 hPa,20 km,NE,7.2 km/h /,-,-,,Mostly Cloudy
2012/10/13,11:00 PM,-6 °C,-13 °C,43%,1026 hPa,20 km,NE,7.2 km/h /,-,-,,Mostly Cloudy
2012/10/14,2:00 AM,-8 °C,-14 °C,48%,1029 hPa,20 km,North,14.4 km/h /,-,-,,Partly Cloudy
2012/10/14,5:00 AM,-8 °C,-16 °C,40%,1029 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2012/10/14,8:00 AM,-7 °C,-13 °C,51%,1029 hPa,20 km,NE,7.2 km/h /,-,-,,Mostly Cloudy
2012/10/14,11:00 AM,-6 °C,-13 °C,44%,1029 hPa,20 km,North,7.2 km/h /,-,-,,Mostly Cloudy
2012/10/14,5:00 PM,-4 °C,-13 °C,33%,1029 hPa,20 km,NNE,7.2 km/h /,-,-,,Mostly Cloudy
2012/10/14,8:00 PM,-6 °C,-14 °C,37%,1033 hPa,20 km,East,7.2 km/h /,-,-,,Mostly Cloudy
2012/10/14,11:00 PM,-8 °C,-16 °C,35%,1036 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2012/10/15,2:00 AM,-11 °C,-19 °C,38%,1038 hPa,20 km,Calm,Calm,-,-,,
2012/10/15,5:00 AM,-14 °C,-20 °C,48%,1042 hPa,20 km,Calm,Calm,-,-,,
2012/10/15,8:00 AM,-13 °C,-18 °C,53%,1042 hPa,20 km,Calm,Calm,-,-,,Clear
2012/10/15,11:00 AM,-5 °C,-14 °C,33%,1034 hPa,20 km,West,7.2 km/h /,-,-,,Scattered Clouds
2012/10/15,2:00 PM,-2 °C,-14 °C,25%,1032 hPa,20 km,NW,7.2 km/h /,-,-,,Mostly Cloudy
2012/10/15,5:00 PM,0 °C,-12 °C,27%,1031 hPa,20 km,NW,7.2 km/h /,-,-,,Mostly Cloudy
2012/10/15,8:00 PM,-2 °C,-11 °C,39%,1033 hPa,20 km,Calm,Calm,-,-,,Clear
2012/10/15,11:00 PM,-9 °C,-18 °C,32%,1041 hPa,20 km,Calm,Calm,-,-,,
2012/10/16,2:00 AM,-10 °C,-19 °C,34%,1041 hPa,20 km,Calm,Calm,-,-,,
2012/10/16,5:00 AM,-12 °C,-19 °C,41%,1041 hPa,20 km,Calm,Calm,-,-,,
2012/10/16,8:00 AM,-10 °C,-17 °C,43%,1041 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2012/10/16,11:00 AM,-1 °C,-10 °C,37%,1034 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/10/16,2:00 PM,5 °C,-8 °C,26%,1026 hPa,20 km,West,14.4 km/h /,-,-,,Scattered Clouds
2012/10/16,5:00 PM,6 °C,-9 °C,21%,1044 hPa,20 km,WSW,14.4 km/h /,-,-,,Partly Cloudy
2012/10/16,8:00 PM,1 °C,-10 °C,31%,1026 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2012/10/16,11:00 PM,-4 °C,-12 °C,42%,1030 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/10/17,2:00 AM,-7 °C,-14 °C,45%,1031 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/10/17,5:00 AM,-9 °C,-14 °C,54%,1031 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2012/10/17,8:00 AM,-10 °C,-15 °C,59%,1031 hPa,20 km,Calm,Calm,-,-,,Clear
2012/10/17,11:00 AM,-1 °C,-8 °C,45%,1044 hPa,20 km,Calm,Calm,-,-,,Clear
2012/10/17,2:00 PM,6 °C,-6 °C,26%,1019 hPa,20 km,Calm,Calm,-,-,,Clear
2012/10/17,5:00 PM,8 °C,-8 °C,19%,1015 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/10/17,8:00 PM,2 °C,-10 °C,27%,1019 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2012/10/17,11:00 PM,-4 °C,-11 °C,49%,1023 hPa,20 km,Calm,Calm,-,-,,
2012/10/18,2:00 AM,-7 °C,-13 °C,48%,1025 hPa,20 km,Calm,Calm,-,-,,
2012/10/18,5:00 AM,-8 °C,-14 °C,50%,1024 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/10/18,8:00 AM,-5 °C,-11 °C,52%,1022 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2012/10/18,11:00 AM,0 °C,-4 °C,63%,1021 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2012/10/18,2:00 PM,5 °C,-3 °C,42%,1015 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2012/10/18,5:00 PM,6 °C,-2 °C,42%,1012 hPa,20 km,WNW,7.2 km/h /,-,-,,Mostly Cloudy
2012/10/18,8:00 PM,2 °C,-6 °C,42%,1015 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2012/10/18,11:00 PM,-0 °C,-5 °C,59%,1018 hPa,20 km,East,7.2 km/h /,-,-,,Mostly Cloudy
2012/10/19,2:00 AM,-3 °C,-8 °C,63%,1022 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2012/10/19,5:00 AM,-4 °C,-8 °C,62%,1024 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2012/10/19,2:00 PM,4 °C,-4 °C,40%,1019 hPa,20 km,West,7.2 km/h /,-,-,,Mostly Cloudy
2012/10/19,5:00 PM,5 °C,-5 °C,38%,1016 hPa,20 km,West,7.2 km/h /,-,-,,Mostly Cloudy
2012/10/19,8:00 PM,2 °C,-7 °C,41%,1020 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2012/10/19,11:00 PM,0 °C,-6 °C,50%,1022 hPa,20 km,West,7.2 km/h /,-,-,,Partly Cloudy
2012/10/20,2:00 AM,-1 °C,-6 °C,57%,1023 hPa,20 km,NW,7.2 km/h /,-,-,,Scattered Clouds
2012/10/20,5:00 AM,-1 °C,-8 °C,49%,1023 hPa,20 km,NW,7.2 km/h /,-,-,,Mostly Cloudy
2012/10/20,8:00 AM,-4 °C,-9 °C,54%,1025 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2012/10/20,11:00 AM,1 °C,-7 °C,41%,1023 hPa,20 km,West,14.4 km/h /,-,-,,Scattered Clouds
